skill	content
factoring_difference_of_squares_2	49x^2 49x 2 - 4 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	sean and dana were each asked to factor the quadratic expression 100-x^2 100−x 2 . their responses are shown below. sean dana (10+x)(10-x) (x+10)(x-10) which student wrote an expression that is equivalent to 100-x^2 100−x 2 ? choose 1 answer: a only sean b only dana c both sean and dana d neither sean nor dana
factoring_difference_of_squares_2	81x^2 81x 2 - 49 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	9x^2 9x 2 - 25 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	a model house that runs completely on renewable energy uses 4 windmills and 3 solar panels. the power output of each of the windmills is w , and the power output of each of the solar panels is s . match the expressions to their meanings. each meaning may match more than one expression. the power output of 1 renewable energy house the power output of 8 renewable energy houses neither of these 4s + 3w 4w + 3s 32s + 24w 32w + 24s 3s+4w 8(4w + 3s)
factoring_difference_of_squares_2	9x^2 9x 2 - 16 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	16x^2 16x 2 - 49 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	49x^2 49x 2 - 4 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	4x^2 4x 2 - 25 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	16x^2 16x 2 - 1 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	25x^2 25x 2 - 36 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	25x^2 25x 2 - 64 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	16x^2 16x 2 - 1 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	dimitri and chioma were each asked to factor the quadratic expression 9x^2-100 9x 2 −100 . their responses are shown below. dimitri chioma (10+3x)(10-3x) -1(3x+10)(3x-10) which student wrote an expression that is equivalent to 9x^2-100 9x 2 −100 ? choose 1 answer: a only dimitri b only chioma c both dimitri and chioma d neither dimitri nor chioma
factoring_difference_of_squares_2	64x^2 64x 2 - 25 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	9x^2 9x 2 - 1 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	the quadratic expressions m^2-4m-45 m 2 −4m−45 and 6m^2-150 6m 2 −150 share a common binomial factor. what binomial factor do they share?
factoring_difference_of_squares_2	64x^2 64x 2 - 81 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	4x^2 4x 2 - 25 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	16x^2 16x 2 - 1 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	9x^2 9x 2 - 49 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	9x^2 9x 2 - 49 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	81x^2 81x 2 - 64 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	81x^2 81x 2 - 25 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	81x^2 81x 2 - 1 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	16x^2 16x 2 - 9 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	4x^2 4x 2 - 25 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	theodore and keilani were each asked to factor the quadratic expression 36-k^2 36−k 2 . their responses are shown below. theodore keilani (6+k)(6-k) -1(k+6)(k-6) which student wrote an expression that is equivalent to 36-k^2 36−k 2 ? choose 1 answer: a only theodore b only keilani c both theodore and keilani d neither theodore nor keilani
factoring_difference_of_squares_2	9x^2 9x 2 - 25 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	81x^2 81x 2 - 64 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	the polynomial expression 20x^3-5x 20x 3 −5x can be factored as 5x(mx+g)(mx-g) , where m and are integers. luiz wrote that could be equal to -1 . dina wrote that g g g could be equal to 1 . which student is correct ? choose 1 answer: a only luiz b only dina c both luiz and dina d neither luiz nor dina
factoring_difference_of_squares_2	25x^2 25x 2 - 64 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	16x^2 16x 2 - 81 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	49x^2 49x 2 - 36 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	the quadratic expressions x^2-8x+12 x 2 −8x+12 and 2x^2-72 2x 2 −72 share a common binomial factor. what binomial factor do they share?
factoring_difference_of_squares_2	16x^2 16x 2 - 25 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	9x^2 9x 2 - 4 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	25x^2 25x 2 - 49 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	4x^2 4x 2 - 9 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	81x^2 81x 2 - 64 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	25x^2 25x 2 - 64 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	moussa and fatu were each asked to factor the quadratic expression 16x^2-64 16x 2 −64 . their responses are shown below. moussa fatu 16(x+2)(x-2) (4x+8)(4x-8) which student wrote an expression that is equivalent to 16x^2-64 16x 2 −64 ? choose 1 answer: a only moussa b only fatu c both moussa and fatu d neither moussa nor fatu
factoring_difference_of_squares_2	64x^2 64x 2 - 25 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	4x^2 4x 2 - 1 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	16x^2 16x 2 - 9 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	25x^2 25x 2 - 4 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	9x^2 9x 2 - 16 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	4x^2 4x 2 - 81 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	81x^2 81x 2 - 1 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	49x^2 49x 2 - 1 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	64x^2 64x 2 - 81 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	64x^2 64x 2 - 81 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	64x^2 64x 2 - 25 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	16x^2 16x 2 - 9 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	25x^2 25x 2 - 9 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	25x^2 25x 2 - 4 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	36x^2 36x 2 - 1 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	64x^2 64x 2 - 49 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	the quadratic expressions m^2+m-12 m 2 +m−12 and 16-m^2 16−m 2 share a common binomial factor. what binomial factor do they share?
factoring_difference_of_squares_2	49x^2 49x 2 - 64 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	81x^2 81x 2 - 4 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	36x^2 36x 2 - 25 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	49x^2 49x 2 - 36 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	the polynomial expression 49x^3-36x 49x 3 −36x can be factored as x(mx+g)(mx-g) , where and g are integers. mashnoon wrote that could be equal to 6 . alanki wrote that m m m could be equal to 49 . which student is correct ? choose 1 answer: a only mashnoon b only alanki c both mashnoon and alanki d neither mashnoon nor alanki
factoring_difference_of_squares_2	25x^2 25x 2 - 64 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	25x^2 25x 2 - 16 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	25x^2 25x 2 - 1 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	4x^2 4x 2 - 81 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	25x^2 25x 2 - 9 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	25x^2 25x 2 - 9 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	49x^2 49x 2 - 4 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	9x^2 9x 2 - 49 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	64x^2 64x 2 - 81 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	49x^2 49x 2 - 64 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	49x^2 49x 2 - 64 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	9x^2 9x 2 - 16 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	49x^2 49x 2 - 9 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	the quadratic expressions y^2+9y+18 y 2 +9y+18 and 36-y^2 36−y 2 share a common binomial factor. what binomial factor do they share?
factoring_difference_of_squares_2	9x^2 9x 2 - 64 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	81x^2 81x 2 - 64 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	factor the polynomial expression completely. 160y^2-10y^4= 160y 2 −10y 4 =
factoring_difference_of_squares_2	64x^2 64x 2 - 25 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	vivek and lola were each asked to factor the quadratic expression 81-y^2 81−y 2 . their responses are shown below. vivek lola (y+9)(y-9) -1(9+y)(9-y) which student wrote an expression that is equivalent to 81-y^2 81−y 2 ? choose 1 answer: a only vivek b only lola c both vivek and lola d neither vivek nor lola
factoring_difference_of_squares_2	16x^2 16x 2 - 9 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	49x^2 49x 2 - 81 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	25x^2 25x 2 - 9 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	16x^2 16x 2 - 9 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	16x^2 16x 2 - 81 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	81x^2 81x 2 - 49 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	36x^2 36x 2 - 49 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	the quadratic expressions x^2+5x-14 x 2 +5x−14 and 49-x^2 49−x 2 share a common binomial factor. what binomial factor do they share?
factoring_difference_of_squares_2	64x^2 64x 2 - 49 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	49x^2 49x 2 - 64 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	factor the polynomial expression completely. 45x^3-125x= 45x 3 −125x=
factoring_difference_of_squares_2	the polynomial expression 12x^3-27x 12x 3 −27x can be factored as 3x(mx+g)(mx-g) , where and are integers. pat wrote that g g could be equal to -3 . grace wrote that m m could be equal to 4 . which student is correct ? choose 1 answer: a only pat b only grace c both pat and grace d neither pat nor grace
factoring_difference_of_squares_2	9x^2 9x 2 - 64 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	64x^2 64x 2 - 81 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	25x^2 25x 2 - 4 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	16x^2 16x 2 - 9 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	81x^2 81x 2 - 16 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	49x^2 49x 2 - 25 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	alvin and jazmine were each asked to factor the quadratic expression 121-16k^2 121−16k 2 . their responses are shown below. alvin jazmine (4k+11)(4k-11) -1(11+4k)(11-4k) which student wrote an expression that is equivalent to 121-16k^2 121−16k 2 ? choose 1 answer: a only alvin b only jazmine c both alvin and jazmine d neither alvin nor jazmine
factoring_difference_of_squares_2	4x^2 4x 2 - 49 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	25x^2 25x 2 - 1 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	4x^2 4x 2 - 25 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	25x^2 25x 2 - 4 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	49x^2 49x 2 - 36 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	49x^2 49x 2 - 25 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	81x^2 81x 2 - 16 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	match the quadratic expression with the correct factored expression. quadratic expression factored expression x^2-10x+25 x 2 −10x+25 x^2+10x+25 x 2 +10x+25 x^2-25 x 2 −25 (x+5)^2 (x+5) 2 (x-5)^2 (x−5) 2 (x+5)(x-5)
factoring_difference_of_squares_2	factor the polynomial expression completely. 64x^3-x^5= 64x 3 −x 5 =
factoring_difference_of_squares_2	64x^2 64x 2 - 25 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	hugo and amira were each asked to factor the quadratic expression 81-25y^2 81−25y 2 . their responses are shown below. hugo amira (9+5y)(9-5y) -1(5y+9)(5y-9) which student wrote an expression that is equivalent to 81-25y^2 81−25y 2 ? choose 1 answer: a only hugo b only amira c both hugo and amira d neither hugo nor amira
factoring_difference_of_squares_2	25x^2 25x 2 - 16 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	9x^2 9x 2 - 4 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	49x^2 49x 2 - 9 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	4x^2 4x 2 - 25 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	25x^2 25x 2 - 4 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	49x^2 49x 2 - 4 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	9x^2 9x 2 - 16 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	49x^2 49x 2 - 81 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	16x^2 16x 2 - 49 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	4x^2 4x 2 - 49 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	16x^2 16x 2 - 1 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	49x^2 49x 2 - 64 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	4x^2 4x 2 - 81 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	the polynomial expression 18y^3-32y 18y −32y can be factored as 2y(my+g)(my-g) , where and g are integers. kashawn wrote that could be equal to 9 . aisha wrote that m m m could be equal to 3 3 . which student is correct ? choose 1 answer: a only kashawn b only aisha c both kashawn and aisha d neither kashawn nor aisha
factoring_difference_of_squares_2	64x^2 64x 2 - 49 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	64x^2 64x 2 - 81 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	carley and marlow were each asked to factor the quadratic expression 49k^2-4 49k 2 −4 . their responses are shown below. carley marlow -1(7k+2)(7k-2) (7k+2)(7k-2) which student wrote an expression that is equivalent to 49k^2-4 49k 2 −4 ? choose 1 answer: a only carley b only marlow c both carley and marlow d neither carley nor marlow
factoring_difference_of_squares_2	16x^2 16x 2 - 25 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	25x^2 25x 2 - 49 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	factor the quadratic expression as the product of two binomials. 25x^2-36= 25x 2 −36=
factoring_difference_of_squares_2	factor the quadratic expression as the product of two binomials. 49-y^2= 49−y 2 =
factoring_difference_of_squares_2	49x^2 49x 2 - 36 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	25x^2 25x 2 - 64 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	the polynomial expression 27y^3-75y 27y −75y can be factored as 3y(my+g)(my-g) , where and are integers. christiana wrote that g g could be equal to 5 . jackie wrote that m m could be equal to 3 3 . which student is correct ? choose 1 answer: a only christiana b only jackie c both christiana and jackie d neither christiana nor jackie
factoring_difference_of_squares_2	49x^2 49x 2 - 36 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	9x^2 9x 2 - 49 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	jerry and elaine were each asked to factor the quadratic expression 64-9y^2 64−9y 2 . their responses are shown below. jerry elaine (3y+8)(3y-8) (8+3y)(8-3y) which student wrote an expression that is equivalent to 64-9y^2 64−9y 2 ? choose 1 answer: a only jerry b only elaine c both jerry and elaine d neither jerry nor elaine
factoring_difference_of_squares_2	36x^2 36x 2 - 1 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	25x^2 25x 2 - 1 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	64x^2 64x 2 - 81 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	49x^2 49x 2 - 16 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	25x^2 25x 2 - 1 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	4x^2 4x 2 - 1 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	81x^2 81x 2 - 64 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	64x^2 64x 2 - 81 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	25x^2 25x 2 - 36 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	16x^2 16x 2 - 9 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	25x^2 25x 2 - 1 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	9x^2 9x 2 - 16 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	the polynomial expressions y^2+16y+48 y 2 +16y+48 and 3y^3-48y 3y 3 −48y share a common binomial factor. what binomial factor do they share?
factoring_difference_of_squares_2	the polynomial expression 54k^3-24k 54k 3 −24k can be factored as 6k(mk+g)(mk-g) , where and are integers. ngozi wrote that g g could be equal to -4 . miku wrote that m m could be equal to 9 . which student is correct ? choose 1 answer: a only ngozi b only miku c both ngozi and miku d neither ngozi nor miku
factoring_difference_of_squares_2	25x^2 25x 2 - 1 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	64x^2 64x 2 - 49 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	49x^2 49x 2 - 36 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	49x^2 49x 2 - 9 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	64x^2 64x 2 - 9 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	16x^2 16x 2 - 1 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	16x^2 16x 2 - 25 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	36x^2 36x 2 - 49 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	25x^2 25x 2 - 64 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	25x^2 25x 2 - 16 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	81x^2 81x 2 - 25 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	81x^2 81x 2 - 4 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	16x^2 16x 2 - 25 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	9x^2 9x 2 - 64 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	81x^2 81x 2 - 25 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	36x^2 36x 2 - 1 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	81x^2 81x 2 - 4 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	25x^2 25x 2 - 36 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	the polynomial expression 36y^3-100y 36y −100y can be factored as 4y(my+g)(my-g) , where m and are integers. sally wrote that could be equal to 3 3 . brandon wrote that g g g could be equal to 10 . which student is correct ? choose 1 answer: a only sally b only brandon c both sally and brandon d neither sally nor brandon
factoring_difference_of_squares_2	25x^2 25x 2 - 64 factor the expression below completely. all coefficients should be integers.
factoring_difference_of_squares_2	25x^2 25x 2 - 4 factor the expression below completely. all coefficients should be integers.
divide-polynomials-by-monomials	let a(x)=-2x^7+x^5+3x^4+2x^2-7 a(x)=−2x 7 +x 5 +3x 4 +2x 2 −7 , and b(x)=x^4 b(x)=x 4 . when dividing a by b , we can find the unique quotient polynomial q and remainder polynomial r that satisfy the following equation: dfrac a(x) b(x) =q(x) + dfrac r(x) b(x) a(x) =q(x)+ b(x) , where the degree of r(x) is less than the degree of b(x) b(x) . what is the quotient, q(x) ? q(x)= what is the remainder, r(x) r(x) ? r(x)=
divide-polynomials-by-monomials	let a(x)=3x^3+1 a(x)=3x 3 +1 , and b(x)=x^2 b(x)=x 2 . when dividing a by b , we can find the unique quotient polynomial q and remainder polynomial r that satisfy the following equation: dfrac a(x) b(x) =q(x) + dfrac r(x) b(x) a(x) =q(x)+ b(x) , where the degree of r(x) is less than the degree of b(x) b(x) . what is the quotient, q(x) ? q(x)= what is the remainder, r(x) r(x) ? r(x)=
divide-polynomials-by-monomials	let a(x)=4x^6+5x^5-6x^2+2x+1 a(x)=4x 6 +5x 5 −6x 2 +2x+1 , and b(x)=x^3 b(x)=x 3 . when dividing a by b , we can find the unique quotient polynomial q and remainder polynomial r that satisfy the following equation: dfrac a(x) b(x) =q(x) + dfrac r(x) b(x) a(x) =q(x)+ b(x) , where the degree of r(x) is less than the degree of b(x) b(x) . what is the quotient, q(x) ? q(x)= what is the remainder, r(x) r(x) ? r(x)=
divide-polynomials-by-monomials	let a(x)=6x^3-5x^2+2x+4 a(x)=6x 3 −5x 2 +2x+4 , and b(x)=x . when dividing a by b , we can find the unique quotient polynomial q and remainder polynomial r that satisfy the following equation: dfrac a(x) b(x) =q(x) + dfrac r(x) b(x) a(x) =q(x)+ b(x) , where the degree of r(x) is less than the degree of b(x) b(x) . what is the quotient, q(x) ? q(x)= what is the remainder, r(x) r(x) ? r(x)=
divide-polynomials-by-monomials	let a(x)=7x^6+x^3+2x+5 a(x)=7x 6 +x 3 +2x+5 , and b(x)=x^2 b(x)=x 2 . when dividing a by b , we can find the unique quotient polynomial q and remainder polynomial r that satisfy the following equation: dfrac a(x) b(x) =q(x) + dfrac r(x) b(x) a(x) =q(x)+ b(x) , where the degree of r(x) is less than the degree of b(x) b(x) . what is the quotient, q(x) ? q(x)= what is the remainder, r(x) r(x) ? r(x)=
divide-polynomials-by-monomials	let a(x)=x^8-1 a(x)=x 8 −1 , and b(x)=x^6 b(x)=x 6 . when dividing a by b , we can find the unique quotient polynomial q and remainder polynomial r that satisfy the following equation: dfrac a(x) b(x) =q(x) + dfrac r(x) b(x) a(x) =q(x)+ b(x) , where the degree of r(x) is less than the degree of b(x) b(x) . what is the quotient, q(x) ? q(x)= what is the remainder, r(x) r(x) ? r(x)=
divide-polynomials-by-monomials	let a(x)=-14x^7+8x^5-6x^4+5x a(x)=−14x 7 +8x 5 −6x 4 +5x , and b(x)=x^3 b(x)=x 3 . when dividing a by b , we can find the unique quotient polynomial q and remainder polynomial r that satisfy the following equation: dfrac a(x) b(x) =q(x) + dfrac r(x) b(x) a(x) =q(x)+ b(x) , where the degree of r(x) is less than the degree of b(x) b(x) . what is the quotient, q(x) ? q(x)= what is the remainder, r(x) r(x) ? r(x)=
divide-polynomials-by-monomials	let a(x)=-7x^5+3x^3-6x-8 a(x)=−7x 5 +3x 3 −6x−8 , and b(x)=x^2 b(x)=x 2 . when dividing a by b , we can find the unique quotient polynomial q and remainder polynomial r that satisfy the following equation: dfrac a(x) b(x) =q(x) + dfrac r(x) b(x) a(x) =q(x)+ b(x) , where the degree of r(x) is less than the degree of b(x) b(x) . what is the quotient, q(x) ? q(x)= what is the remainder, r(x) r(x) ? r(x)=
divide-polynomials-by-monomials	let a(x)=-4x^5-3 a(x)=−4x 5 −3 , and b(x)=x^3 b(x)=x 3 . when dividing a by b , we can find the unique quotient polynomial q and remainder polynomial r that satisfy the following equation: dfrac a(x) b(x) =q(x) + dfrac r(x) b(x) a(x) =q(x)+ b(x) , where the degree of r(x) is less than the degree of b(x) b(x) . what is the quotient, q(x) ? q(x)= what is the remainder, r(x) r(x) ? r(x)=
divide-polynomials-by-monomials	let a(x)=x^4-8x^2+2x+3 a(x)=x 4 −8x 2 +2x+3 , and b(x)=x . when dividing a by b , we can find the unique quotient polynomial q and remainder polynomial r that satisfy the following equation: dfrac a(x) b(x) =q(x) + dfrac r(x) b(x) a(x) =q(x)+ b(x) , where the degree of r(x) is less than the degree of b(x) b(x) . what is the quotient, q(x) ? q(x)= what is the remainder, r(x) r(x) ? r(x)=
divide-polynomials-by-monomials	let a(x)=6x^9-5x^8-12x^3+60 a(x)=6x 9 −5x 8 −12x 3 +60 , and b(x)=x^6 b(x)=x 6 . when dividing a by b , we can find the unique quotient polynomial q and remainder polynomial r that satisfy the following equation: dfrac a(x) b(x) =q(x) + dfrac r(x) b(x) a(x) =q(x)+ b(x) , where the degree of r(x) is less than the degree of b(x) b(x) . what is the quotient, q(x) ? q(x)= what is the remainder, r(x) r(x) ? r(x)=
divide-polynomials-by-monomials	let a(x)=5x^ 10 -9x^8-9x^5+7x a(x)=5x 10 −9x 8 −9x 5 +7x , and b(x)=x^5 b(x)=x 5 . when dividing a by b , we can find the unique quotient polynomial q and remainder polynomial r that satisfy the following equation: dfrac a(x) b(x) =q(x) + dfrac r(x) b(x) a(x) =q(x)+ b(x) , where the degree of r(x) is less than the degree of b(x) b(x) . what is the quotient, q(x) ? q(x)= what is the remainder, r(x) r(x) ? r(x)=
divide-polynomials-by-monomials	let a(x)=4x^4+2x^2-x+1 a(x)=4x 4 +2x 2 −x+1 , and b(x)=x^2 b(x)=x 2 . when dividing a by b , we can find the unique quotient polynomial q and remainder polynomial r that satisfy the following equation: dfrac a(x) b(x) =q(x) + dfrac r(x) b(x) a(x) =q(x)+ b(x) , where the degree of r(x) is less than the degree of b(x) b(x) . what is the quotient, q(x) ? q(x)= what is the remainder, r(x) r(x) ? r(x)=
divide-polynomials-by-monomials	let a(x)=-2x^ 12 +3x^6-x^5+15x a(x)=−2x 12 +3x 6 −x 5 +15x , and b(x)=x^5 b(x)=x 5 . when dividing a by b , we can find the unique quotient polynomial q and remainder polynomial r that satisfy the following equation: dfrac a(x) b(x) =q(x) + dfrac r(x) b(x) a(x) =q(x)+ b(x) , where the degree of r(x) is less than the degree of b(x) b(x) . what is the quotient, q(x) ? q(x)= what is the remainder, r(x) r(x) ? r(x)=
divide-polynomials-by-monomials	let a(x)=5x^3-3x^2+2x+6 a(x)=5x 3 −3x 2 +2x+6 , and b(x)=x^3 b(x)=x 3 . when dividing a by b , we can find the unique quotient polynomial q and remainder polynomial r that satisfy the following equation: dfrac a(x) b(x) =q(x) + dfrac r(x) b(x) a(x) =q(x)+ b(x) , where the degree of r(x) is less than the degree of b(x) b(x) . what is the quotient, q(x) ? q(x)= what is the remainder, r(x) r(x) ? r(x)=
